"filename", "language", "TypeScript", "JSON", "JSON with Comments", "vue", "JavaScript", "Markdown", "HTML", "CSS", "Properties", "Batch", "PowerShell", "Python", "pip requirements", "reStructuredText", "YAML", "C++", "CUDA C++", "Ini", "XML", "C", "comment", "blank", "total"
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 24
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\pyproject_hooks\_compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 124, 43, 331
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 19
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 76, 63, 354
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 55, 28, 183
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\__version__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 15
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\_internal_utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 49
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\adapters.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 334, 0, 0, 0, 0, 0, 0, 0, 0, 171, 80, 585
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\api.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 106, 26, 158
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\auth.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 205, 0, 0, 0, 0, 0, 0, 0, 0, 47, 64, 316
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\certs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 12, 5, 25
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 20, 11, 68
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\cookies.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 292, 0, 0, 0, 0, 0, 0, 0, 0, 188, 82, 562
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\exceptions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 49, 56, 142
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\help.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 13, 21, 132
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\hooks.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 13, 7, 34
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 595, 0, 0, 0, 0, 0, 0, 0, 0, 278, 162, 1035
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\packages.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 17
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\sessions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 413, 0, 0, 0, 0, 0, 0, 0, 0, 290, 129, 832
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\status_codes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 22, 10, 129
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\structures.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 38, 22, 100
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\requests\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 572, 0, 0, 0, 0, 0, 0, 0, 0, 331, 184, 1087
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\resolvelib\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\resolvelib\compat\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\resolvelib\compat\collections_abc.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\resolvelib\providers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 98, 11, 134
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\resolvelib\reporters.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 26, 9, 44
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0, 0, 0, 0, 115, 79, 483
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\resolvelib\structs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 21, 41, 166
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 62, 26, 178
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\__main__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 19, 35, 275
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_cell_widths.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 449, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 452
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3611
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_emoji_replace.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 33
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_export_format.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 72, 3, 79
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_extension.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 11
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_inspect.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 46, 36, 271
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_log_render.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 95
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_loop.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 44
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_null_file.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 84
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_palettes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 310
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_pick.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 18
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_ratio.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 49, 20, 161
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_spinners.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 461, 0, 0, 0, 0, 0, 0, 0, 0, 20, 2, 483
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_stack.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 17
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_timer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 20
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_win32_console.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 391, 0, 0, 0, 0, 0, 0, 0, 0, 173, 99, 663
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_windows.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 73
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_windows_renderer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 57
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\_wrap.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 57
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\abc.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 34
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\align.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 248, 0, 0, 0, 0, 0, 0, 0, 0, 30, 34, 312
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\ansi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 34, 28, 238
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\bar.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 15, 18, 95
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\box.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 253, 54, 518
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\cells.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 42, 25, 155
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\color.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 490, 0, 0, 0, 0, 0, 0, 0, 0, 63, 66, 619
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\color_triplet.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 15, 7, 39
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\columns.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 19, 19, 188
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\console.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1663, 0, 0, 0, 0, 0, 0, 0, 0, 684, 266, 2613
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\constrain.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 38
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\containers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 13, 27, 168
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\control.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 62, 32, 226
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\default_styles.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 189
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\diagnose.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 38
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\emoji.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 18, 23, 97
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\errors.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 35
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\file_proxy.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 55
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\filesize.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 37, 10, 90
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\highlighter.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 77, 36, 233
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\json.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 32, 15, 141
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\jupyter.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 102
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\layout.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0, 0, 0, 0, 80, 73, 444
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\live.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 0, 44, 45, 374
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\live_render.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 21, 15, 114
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\logging.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 0, 0, 0, 0, 0, 0, 0, 0, 63, 25, 290
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\markup.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 35, 40, 247
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\measure.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 58, 14, 152
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\padding.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 22, 17, 142
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\pager.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 35
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\palette.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 101
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\panel.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 249, 0, 0, 0, 0, 0, 0, 0, 0, 32, 28, 309
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\pretty.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 767, 0, 0, 0, 0, 0, 0, 0, 0, 158, 105, 1030
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\progress.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1130, 0, 0, 0, 0, 0, 0, 0, 0, 366, 212, 1708
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\progress_bar.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 38, 25, 225
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\prompt.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 0, 0, 0, 0, 0, 0, 0, 0, 120, 55, 377
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\protocol.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 43
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\region.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 11
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\repr.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34, 150
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\rule.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 135
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\scope.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 15, 12, 87
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\screen.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 55
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\segment.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 463, 0, 0, 0, 0, 0, 0, 0, 0, 203, 74, 740
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\spinner.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 26, 17, 137
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\status.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 21, 18, 133
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\style.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 556, 0, 0, 0, 0, 0, 0, 0, 0, 150, 68, 774
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\styled.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 43
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\syntax.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 705, 0, 0, 0, 0, 0, 0, 0, 0, 150, 91, 946
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\table.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 740, 0, 0, 0, 0, 0, 0, 0, 0, 151, 112, 1003
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\terminal_theme.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 154
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\text.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 863, 0, 0, 0, 0, 0, 0, 0, 0, 319, 130, 1312
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\theme.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 39, 18, 113
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\themes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\traceback.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 512, 0, 0, 0, 0, 0, 0, 0, 0, 98, 68, 678
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\rich\tree.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 33, 33, 252
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\six.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 689, 0, 0, 0, 0, 0, 0, 0, 0, 129, 181, 999
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pip\_vendor\tenacity\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 338, 0, 0, 0, 0, 0, 0, 0, 0, 86, 96, 520
